textID,text,sentiment,,,,,
c7fc03de4d,"  Laws change in the 70s or 80s.   I could really push it bcause gran from Bathgate, but she was US citizen b4 dad born.",neutral,,,,,
002bb8f1b3,some of my new followers are pretty cool tweeps; check  em out.,positive,,,,,
d112d2e5bf,"no work today! went shopping, and now relaxing  &learning for the toefl",positive,,,,,
c762607c42,Is off to watch arsenal v chelsea today,neutral,,,,,
09b5db7af0,He s getting ear tubes in about an hour so no food,neutral,,,,,
aa51082711, yay asap lol awwh I miss our friday night happy hours even luna del sea and the 'boy' hahahaha,negative,,,,,
d4b544abff,left the bases loaded...,neutral,,,,,
ea1e41d586, Cowboy westerns...haven t seen those in a while. good luck,positive,,,,,
ba28fe48b2, It s already over? ****!,negative,,,,,
39e9f0e449, I was trying to back all her documents up but it wasn t playing along. its taking forever but am back at it again now,neutral,,,,,
209de29f24,Doing some test shooting later this afternoon.  Did I mention being in Holland for an indie wine festival this week? My tongue is red.,neutral,,,,,
52aad0e22e,My dad knows i got drunk today. And i didnt get in trouble.,positive,,,,,
21ab400cb3," so i ll excuse your love for the Cavs and the west, even though I don t share it!",neutral,,,,,
e93220b868," Lol - I could try!  Seriously tho, dont do all of it! That sucks! ****",negative,,,,,
57ea442d4d, **** i wanna see the rest!! i only saw like 30 minutes,negative,,,,,
88a120f336,Happy mothers day mom!!!  i love you.,positive,,,,,
52fc580b72,"burning cd s,,,,,,,,, **** outa blank disc s",positive,,,,,
3dc1ed5f06," new album is truly genius, so happy with it",positive,,,,,
fe2f3f3359, you re alive!!!!!!  Go w/ The Notebook...it ll make you cry and stuff,negative,,,,,
e170fafd8c, Okaii Cool!  I Can t Wait For The Series To Begin It s Guna Be Awesome  x,positive,,,,,
b38df0845d,crying to A Walk To Remember as usual,negative,,,,,
cf1739382c,i only hav 8 followers                 !,neutral,,,,,
63e434fbf0,happy star wars day everyone  off to celebrate with the family... ok we re not celebrating it but i am going round to the famo s...,positive,,,,,
43d10bd312,"I also have a certain CD from camp that a certain somebody gave me...  Yeah, there s this guy in the video that s really frickin hot!",positive,,,,,
6230b5c435,IT S MOTHER S DAY,neutral,,,,,
c6bc7536ef,Yay for birthdays  sadly my voice is almost gone :/ but it was a pretty good night!,neutral,,,,,
c8caef9df3,"we finally hit 1,000 friends! thanks!",positive,,,,,
213eae85e9, I m part of a religion called People-With-Good-Taste-In-Music. We don t celebrate Jonas Brothers Day.,neutral,,,,,
dce070190c,I m at work....bored out of my mind.,negative,,,,,
8db4aaef4a,watching the notebook,neutral,,,,,
cf95521362, Yes because those taxes disguise the booking fees and commissions that online travel portals charge. Try iXiGO.com next time,neutral,,,,,
c1dc0dd0f6,"twitters gettin a lil bit confusin... twitterific?twitdroid?twitterberry? i understant the txt bit tho lol  ah well, twitters cool anyways",neutral,,,,,
951e093497,Finally sleep time,neutral,,,,,
5a34a7e52c, http://twitpic.com/4l85a - best kind of gum ever! I just bought a pack,positive,,,,,
59f6677324,The Heater blew up,negative,,,,,
9b0db4e33e, i tried. and failed,negative,,,,,
c9e8281f8c,"  just finished mine, some parts were remarkably difficult  cramming kanji now!",negative,,,,,
cac1ba6f5a,why is everyones tweets about britains got talent?! i feel left out,negative,,,,,
da8a88b872,yay mothers day  i love mi madre,positive,,,,,
196e5dec12,They wouldn t reverse any of my overdraft fees.,negative,,,,,
811dc7e401,_N9ne I m not having a good day,negative,,,,,
a777619b23,i miss the Soulja Boy dance...,negative,,,,,
8cdaa4f6d8,"I woke up an came to the realization that I can put it off as much as I want, but I need 2 drop some friends. Dammit!",negative,,,,,
6aa5004916,11 Days left until freedom. I really just want to get through this weekend. I hate essays.,negative,,,,,
ff7949688c,  lol you guys are awesome,positive,,,,,
309706ed4f,"Home, good night world",positive,,,,,
2.91E+08," http://twitpic.com/4vtlm - awww, she is really cute",positive,,,,,
afa094db6a,got alot of runnin around to do today to get this job app completed so they can have it on file... so glad i got this job!!,positive,,,,,
b694518332,lappy charger is completely dead... conserving what s left of the battery until i can afford to buy a new one,negative,,,,,
2d76387d6e," well, i must say she is very lucky to have you! i guess that means no chillin and concert with me huh",neutral,,,,,
0b3588bf63,Happy Mother s Day all of the mom s around the world!  I love mine more than anything in the world and can t wait to celebrate! WOO!,positive,,,,,
0d401237c2,I put a real pic of myself up. I m going to miss the avatar.,negative,,,,,
3922543d77,doing my folio work but keep on getting distracted by deb pics,negative,,,,,
e3082089c9,sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day,neutral,,,,,
564c21df63,I can t sleep. I can t find my grandmother s quilt or locket. I m sick at myself cause I may have lost them somehow. Or they were stolen,negative,,,,,
2c8062a094,Had to take my bad **** dog to the pet hotel....so sad,negative,,,,,
515793e794,about to hit the sheets.,neutral,,,,,
c435fb9416,"I wish i had my iPod , i need some jonas . I miss their sexy voices  JB forever !",neutral,,,,,
c5279762d3,watching Gilmore Girls reruns!! Don t know what else to do for the day,neutral,,,,,
97eeb0161d,"Wow, its hot and miserable. People are probably killing themselves right about now...",negative,,,,,
f0f6fda1f6, Thanks mama ! I absolutely adore her,positive,,,,,
e8ce4f8bdc," ohh snapp, have fun",neutral,,,,,
c881dc16e9,Sitting waiting for an exam to start,neutral,,,,,
89d0aed1ff, I don t think I ve ever tried peanut butter on toast,neutral,,,,,
2ef49da640," i would but he s premiering avatar footage and can t do it then. also, we better hang out.",positive,,,,,
7db53ed89f,Home from Chelsea s  Jam sessions = <3 = Chelsea + Abby = I luh you.,positive,,,,,
a2819eaa7a,we ll be visiting my grandparents later. BTW i just heard katy perry s HOOK UP whew so cool i love it more than k.clarkson s version,positive,,,,,
37b50ef2a5,"  very sweet!!! HAHA. I am like super proud to be a new mom!!! I feel like, i got the PERFECT daughter. And i am a GREAT mom!!!",positive,,,,,
4cc7d9995d,gosh im bored. its early..n i wanna go..to sleeeepp why am i at work?  *kay<3*,negative,,,,,
c0abd616ab, I m sure she ll be fine. They re not as daft as they look (sometime),neutral,,,,,
32058d2bb5,HA! I d give Kristen plenty of free hugs! *sigh* if only I could,neutral,,,,,
144252776," And, yes. I <3 mac, if only it weren t so expensive",neutral,,,,,
0c8dd8b628, I hate cottage cheese.  I even got some fancy stuff last weekend with lemon and berries...I could only eat half of it.,negative,,,,,
c80d7e9b26,  link isn t working,neutral,,,,,
102384b03c,I just need to go to the bank,neutral,,,,,
f97b498af4," you should come to Estonia, I know some epic horses here, hehe, and a good trainer and good beaches were to ride!",positive,,,,,
908abc1bd1,_jonas101 WOW they re totally amazing and they re more than awesome,positive,,,,,
0187f448b1,Just got laid off  stupid economy!,negative,,,,,
e833f3a85d,http://twitpic.com/67i90 - My plans have been ruined,negative,,,,,
f980f61df3,"nothing better than to have your Grandaughter smile and nothing feels better than that big hug!! Grandkids, what a hoot!",positive,,,,,
07b57f906c, Wake Up Darling ,neutral,,,,,
18ee7c255c, oh I know. and I aprreciate it  it can be my back up plan,positive,,,,,
f7dc083f08," Yes, I would love some more cowbell!",positive,,,,,
6d43a06459, Umm don t ya mean ship,neutral,,,,,
44da06d16c,i really wanna go to australia and england.,neutral,,,,,
938f7e936c,"I just slept that entire flight, and woke up to the fact that the girl beside me had been watching Chitty Chitty Bang Bang!",neutral,,,,,
ffd54ac7f7,just had a gym sesh.,neutral,,,,,
e1c4ad96a0,Trying to get to sleep but mum is blaring Les Mis really loudly in the sitting room,negative,,,,,
68e6a47c75,"Don t think I m gonna be able to go to see the JB 3D Concert...wrong time, no where very close by",negative,,,,,
05f4f3ddc3,"I m a sad panda, hulu doesn t have the elephant show   no Skinnamarinkydinkydink sing alongs for me.",negative,,,,,
026d3b6611, what s up? what happened? DM me if you need to. TXT on my phone is defunk d,neutral,,,,,
aa7362d09b,is 500 words into a 10 minute speech on 80s teen movies. due wednesday. blah blah. can t wait for the glenn ball!,neutral,,,,,
c10d6fac3d,I m gonna cry    I went bad at my History test ! I really hate History  !,negative,,,,,
d554ee2fe0,"just got up, couldn t sleep anymore i guess and im not really gonna go back to bed, im not really sleepy",neutral,,,,,
8534e70d73,Going to work,neutral,,,,,
a9bc0bc35d, i agree with the whole Hollie thing,neutral,,,,,
4b2b6a59d4,_ Truetrue  But he s not! xD,positive,,,,,
80a1ed08bf,"Sad I missed  going away party due to too much work, but I really am gonna miss that kid",negative,,,,,
cebe0fc8d3,I ve come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!,neutral,,,,,
a1833e30a5,One of the most random phone calls ever. My god kill me now.,negative,,,,,
f820ad932c,& more #<3criminy cuteness! http://tinyurl.com/cd8yab #sinfest,positive,,,,,
9e25d010e9,"the neighborhood gas station is gone, kaput, out of business. No more convenient trips for ice or whatevs. over 3 miles now to travel..",negative,,,,,
a3b686ba61,tomorrow s mother s day  me n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow >_<,positive,,,,,
5d9b0f4b31,it makes me sad when people phones are sick,negative,,,,,
7e69bec42c,taking care of sick children,positive,,,,,
422cd4f89f, welcome to my life,positive,,,,,
d78be7b22e," Same here - events + writing songs. But I just finished my TMNT vs MMPR song, so I m excited to record that on Wednesday",positive,,,,,
95db70d9c2, yup! way to **** early and I m already at work,neutral,,,,,
f2f05cbdae, oh sweet! I ll definitely check it out when I get the chance...,positive,,,,,
ab43c568d8, Youuuu re an aaass  my aaass loooool,negative,,,,,
9b04365a55,"I want to ride my bicycle today, but it s too cold and cloudy today",negative,,,,,
2f136d0402, important person?  who?,neutral,,,,,
dc4fa42628," That s not what  said  I like you, too, though.  is going steady with , though.....",neutral,,,,,
1cd62f2da1," Thank you! One day at a time, right?",positive,,,,,
170f84ffcf," I missed mine, too. Not fun...",negative,,,,,
c8e099fef6,via : Found #geocache Head s Up! http://coord.info/gc1ret6. Probably my only find of the day.  http://bit.ly/JS3S4,neutral,,,,,
1e1cb8d9a4,let me dream about my spock now goodnight,neutral,,,,,
9d968ef838,_e thanks for following me. Nice to meet you,positive,,,,,
ca10e6b390,Danny cut his beautiful curls,negative,,,,,
d59c09da6c,God is so good!!,positive,,,,,
16b8e23839,forcing myself to watch the movie 1984 for my book report  im lazy to read,negative,,,,,
e9dd5ad752," thanks amy, its full of hotness",positive,,,,,
a1ac7a0543, don t think i can take a needle. watched a horribly gory short film on drugs a few months ago. i m scarred for life.,negative,,,,,
56395aff30,Just finished watching the last of Star Wars,neutral,,,,,
356c8f7848,Thanks    ? http://blip.fm/~5z6n8,neutral,,,,,
8d85d53e36,can t be arsed to get out of bed  hello sunshine,negative,,,,,
320a6e56fc,Every pair of jeans I own nowadays is very tight.  I think mah butt gettin big (oh!),negative,,,,,
88c2d7f95e,I bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags),neutral,,,,,
0740ae9f9b," btw, do you realize your profile pic makes you look much older than you say you are?",neutral,,,,,
4d7def819d," Aw, sorry E. :/ I hope it looks up for you (lame ear) And there s always next year! ****. Lamer ear :/ Fail. Uhh..Love ya E!",neutral,,,,,
50c0004af6, tiny.cc doesn t seem to load for me  I was thinking on going to the batting cages but apparently you gotta book in adv,neutral,,,,,
bcbc9b5e75, Cheese and Onion! Vinegar taste weird on crisps! England s got loads of weird crisps flavorus  lol.. What do you like ? x,negative,,,,,
93236f076c, Thank yooou! I might have to get it seen to... hm...  ****,positive,,,,,
be4b907022,Ohh grandpas.. Stable.. Won t kno all details til tomorrow when I visit... Keep him me and my fam in ur prayers..thank you  ... Goodnite,positive,,,,,
760723a562,Sore throat. This is not good. I have four performances this weekend.,negative,,,,,
f66a3af202, it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc,negative,,,,,
6e60ed6d59,So disappointed about the talent lineup for 'Reventï¿½n Super Estrella 2009'...hmm...Have the feeling I won t get tix this time around.,negative,,,,,
9c01aa6afd,This is for all of you ppl! The 1 year Anniversary Video. http://is.gd/ysbs more to come after the break,neutral,,,,,
412790a2ed," can I come!?   I m Merci btw., I have always been so inspired by you since I was a teenager.",positive,,,,,
266d2b648f, how crappy for him,negative,,,,,
4683236241,its freezing cold! i cant function right in this type of weather. starving to the max,negative,,,,,
3b45abf7b5,Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.,negative,,,,,
9f8cd8c991, haha! sorry to hear that,neutral,,,,,
c3a4f9710d,_k_2k - Y!360 closing? get out!,negative,,,,,
1914dd82b2," He s too old school for burnouts. Just a lap around the track, like they used to.  #NASCAR",neutral,,,,,
51a31aa9a1,Hannah slept here last night  just gave her her 5:00 AM bottle and she went right back to sleep but I m up! lol,neutral,,,,,
7b9f3f4f39," aww if I could, I would...  GBY ;)",positive,,,,,
88c7658eb5,I ate too many kisses.,negative,,,,,
474b02cd39, Thanks for the warning. Good thing my heart is unbreakable.,positive,,,,,
a5cee2035b,"Everyone At My Place Tomorrow  Bonfire, Tofu Dogs, And Austin Powers.",neutral,,,,,
c7e1468a65, ... like you re stuff!  Strange voicemails! http://bit.ly/yKxms,positive,,,,,
5a877ae4b8, Well done! Happy for ya.,positive,,,,,
b8a77cd14c, oks  yes infact we had chatted earlier on n00b.in as well,neutral,,,,,
b2bada7873, And you as well bro,neutral,,,,,
aab1caabf0, im sorry  i wish that i was there instead (it would give you a good excuse to get away from him) hehe...i love you <3,neutral,,,,,
7240ccb4b2,"True to form, Bank Holiday Monday looks like it might be rainy. Hope it holds off til later, family&friends plan walk and picnic today",positive,,,,,
c26aabf505, how do you call that number from the UK ??  I really want to call u but I don t know how to  xxxxxx,neutral,,,,,
4f05a05989,Thinks FML should changed to LML (love my life),positive,,,,,
f4c7e939ef,"Ha,  i m giving spymaster a chance - just curious! will miss u",negative,,,,,
1f2a8f57c9," Ah, I thought management fiat was your own fiat  Oh well... And... Shripriya (or Shri if one must shorten it).",neutral,,,,,
9048ec6e22,"Loves the 2nd half of even days, orch and jazz band with daddy",positive,,,,,
c8a8b0e791,is tired. And turning off the Internet. You can play on it in the morning.,negative,,,,,
3cb4d10927,Watching WALL-E.....it s so cute but sad,neutral,,,,,
112591001f,happy star wars day,positive,,,,,
0b91f39c27,Just got notified my podcast was accepted into iTunes. http://budurl.com/SBit Of course I then realized it was miss formated  Fixed now.,negative,,,,,
bc28048a07,Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   <333333333 txt.me.hon!!!,positive,,,,,
9f32a3213d,is tired of summer already,negative,,,,,
8d548b1783,"There mite be a article in the trib bout portia, keep an eye out for it.",neutral,,,,,
fc7842b0b4, I ve given up on pizza - kids would never let me have my fav  (the hot ones),negative,,,,,
3285374ab0,im hangin out with my cousin holly and tlkin 2 my grandparents.......  my phone went dead,negative,,,,,
d2141d6d47, Thats great,positive,,,,,
c032793654,Princess Sakura is MINE  therefor i want to use it on TJ! grr,neutral,,,,,
8bb73c2ccd,i wish i could teach my dog how to play xbox!  alas...no thumbs,negative,,,,,
0996990dca,Cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.,neutral,,,,,
c635a113c8, thanks! I m totally bushed today though time for some coding,positive,,,,,
88a4261005,still making icons,neutral,,,,,
11b14ae498,"gonna go 2 bed now, night tweeters  , dont think about me when you sleep ;) hahah nite all",neutral,,,,,
12005b65fc,Waiting for my turn on wii fit gym closed,neutral,,,,,
dbabff5048,Omg!!! Is this the sun glimpsing through the clouds?! Woohoo!,positive,,,,,
0415387eb8," haha yea, i just feel like its being taken the wrong direction, used to be a cool place, now its a mess",negative,,,,,
d26016300e, shes must be a truly amazing woman for having a phenomenal son..,positive,,,,,
e150ad9d31, very nice...i cleared my head,positive,,,,,
5c0e819f2b," I think it ll be more like a casual attendance instead of a review, as there might not be another issue of felix by then.  Thanks.",neutral,,,,,
462978616d," Your pic didn t show up for me  Boo!!!! All the other pics on that site show up, but not yours",neutral,,,,,
75dc8a3ff6,"baby i need you , right here , right now",neutral,,,,,
a9a725abfa," umm get ready, help my mum, give GJ his presents when he gets up (could be a while), wait for people to arrive, then party",positive,,,,,
ef1debc105, together,neutral,,,,,
5c2ae1e5f0,http://twitpic.com/4wuaq - another prof pic.,neutral,,,,,
b820cb8056,Happy Mother s Day mom,positive,,,,,
dc6dae7f3b, http://twitpic.com/4vw9a - I m not gonna buy one...nor two... But three! I will be the ultimate slaughter machine!,neutral,,,,,
3d0c74e523,#asylm yay registered but lost all my friends,negative,,,,,
0de2a265ef,"church bellss are ringin  got to go. adieu,(god bless in german)",positive,,,,,
86ae985c48,Still feel like craaaap and like everyone on earth needs to know this lol... Have fun birdies,neutral,,,,,
cc3b05f756, watching dor on utv movies again great performance,positive,,,,,
5524acce17,did U watch the spelling bee contest ? winner: Kavya Shivshankar ! Impressive performance - i had not even heared most of the words b4,positive,,,,,
b33e54d9c8, probably not in this weather,negative,,,,,
f288113937,some relaxation. so much things on my list... but really not that much,neutral,,,,,
1137d77ecc,....got your message!!! You are such a twitter freak!,neutral,,,,,
496abe9ad9, no wonder you hate driving and country roads and stuff,negative,,,,,
5b204b5429,heading out to (a long)band practice. last one before our first show on Saturday night. Hope it s a good one  http://digg.com/u12MIW,positive,,,,,
c0414a6961,says HAPPY MOTHER S DAY TO ALL THE MOMS OUT THERE!  http://plurk.com/p/stezd,positive,,,,,
65bef2f8c9, sorry to hear your news,negative,,,,,
65e715d6e5," I ve been there.  The only place I have flown out of since moving up north. Really pretty area for flying, but very expensive",neutral,,,,,
4b34697ec5,sad.. Daniel is leaving Florida now.. just gave him a big hug,negative,,,,,
36c50ba510,it s mother s day...i already bought and gave my mother s day present to my mother.,positive,,,,,
cea5b3f191,Best friend is leaving to go back to school today..I am so sad,negative,,,,,
aa221b6a7d," hey, what about us followers in ATL!!!!",neutral,,,,,
ffcd5cb36e,11:11 pm Perrrfect universal alignment.    <33,neutral,,,,,
cb8ff954c0,has a new nick name - arosh ..i like i like,positive,,,,,
af9a810c77,i was so bored i decided to iron all my baju sklh. thn i realized i hate doing tht. so all i did was iron a sleeve HAHAHA. im off to schl,neutral,,,,,
d98aa88591, No Trump casino in Vegas.,neutral,,,,,
a7977acf38,"_jimski .....in my book, yes",neutral,,,,,
5a9faa4da8, ilooked in my phone book and ur name was the first to show and i was like i got ti-ti number but it was just ur email,neutral,,,,,
1b8c3ffa29,asks for karma points please.  http://plurk.com/p/wxnt9,neutral,,,,,
aa1a163174, Will do,neutral,,,,,
a4bb5d0c5c,OFFICIALLY booked for seattle with  and  it s going to be THE best birthday weekend EVER!   :you made me sad,neutral,,,,,
24e58e264b,_carter THE LINK DOESNT WORK,neutral,,,,,
01f2c9bae6,"_M Awww, our Mother s day has been and gone :o(.  No work today, off out witht he camera in a little while, hopefully",neutral,,,,,
e02cb0c9a8, i guess you get loads of emails & people asking you stuff al the time but i seriously wonder if you ever read my comments  x,negative,,,,,
3f8df1fed3,Up late with nothin 2 do.....,neutral,,,,,
4b8092674a,Ahh... I love Chinese music. Haha.  Not gonna see my luff til Thursday...,positive,,,,,
ef7149efd3,People are people...nooooo? Id never have guessed tht...idiot..im grouchy now,negative,,,,,
c00890fdfc, i see you hannah klein!. lookin good today,positive,,,,,
e3592de395,aha _marie my brother s wallpaper on his phone is Dolly The Sheep  aha i m loling.,positive,,,,,
ad970e1d3f, it s saying that it is the wrong link-it cannot find the address.,neutral,,,,,
098f6ce321,  I know... kittie should be a professional....,neutral,,,,,
2cd5a21fbc,Sending blessings out to ,positive,,,,,
fcc4f3baa5, ahh ok! Enjoy! I ll miss it,neutral,,,,,
b86fe0c61a,"So tonights TV viewing, BGT or HIGNFY and Reggie Perrin? Wont be tweeting however as  MiniC has hidden iPod",neutral,,,,,
ea1b1fd1bb,Mudweight hauled in for last time by   http://yfrog.com/0zr2jqj,negative,,,,,
ec00ec25c7,has dislocated her knee  *bad/painful times* gas + air and morphine are fun though,neutral,,,,,
17d1fdde01,"i cant believes its already Monday, the weekend went by soooo fast, keeping my fingers crossed that will too",negative,,,,,
91de6a547d,"Barack Obama is a legend, just watched his dinner speach, it was pretty funny",positive,,,,,
6e8fb1ede7,I got whooped by Jason Bradbury. Ace :0,neutral,,,,,
fd9f6c3e21, Ouch. I won t be down in Miami tomorrow morning. That sucks  It s a cruise? Are you driving back the next Saturday?,negative,,,,,
c3892f8e77,sadd..  last night in fl.. going back to AR tomorrow,negative,,,,,
639aeb628f,"according to mary chaayaa, i look like a sexy emo in my dp  i not emo.",neutral,,,,,
ef465b57eb, sounds awesome..,positive,,,,,
e0ead16a3d, well you are a tricky one so I would say 6.5,neutral,,,,,
b09213d54b, no. my school will start on June1.  two days to go. i still don t want. :l,negative,,,,,
79256fbe62, Still no Internet today,neutral,,,,,
5813e09e81,"Tbh having no credit in your phone sux. i cant even text people to see what s happening, like its totally grrrsville",negative,,,,,
50d03d593e,gahhhh homework. masterchef in half an hour! hahah and the recruits,neutral,,,,,
6816923abd,This month was a bad month to try and get an advert together for Kobold Quarterly,negative,,,,,
2524332d66, I m concerned for that family,positive,,,,,
1900a6978a,Idk i cant do ****,negative,,,,,
e8d9d9671b,only gets spam in her college email account now. What a way to rub in graduation.,negative,,,,,
c69ccdfa56, I m very much in tune with your words today. Thanks.,positive,,,,,
3c6723fa1b, how are you gonna get them? I got bitten,negative,,,,,
85e2495324," I m so sad I missed your calling time, I got home from practice too late",negative,,,,,
16b52fbd17, im jealous.  im slaving away at the store and youre chilling on the boat.,negative,,,,,
755bcfd6a2,  we get so bored with routine.. lol!,neutral,,,,,
fdc09f2f0b,What does 'drink responsibly' mean to you? Please share a tip (or two if you re drunk right now  ),neutral,,,,,
1643564ce1,I got up early to pay bills. I figured its like a bandaid if I get it over quickly it won t be so bad... I was wrong,negative,,,,,
b4b9d74b06," ooh, work im afarid  looking forward to a sunny weekeknd tho!!!",negative,,,,,
b593189c2d,Watch Lowkey freestyling (and selling his mixtape  on http://tinyurl.com/dev4xh and performing in Norwich tonight,neutral,,,,,
7a83b8c7e2,I feel sorry for my bestie  good luck ali!,neutral,,,,,
66762b14cd,  I need one of these! Was just thinking about it earlier today as I downloaded pictures via USB.  #evernote_eyefi,neutral,,,,,
7d59117a75,putting 3 new consultants to work this week. it s a good feeling!  congrats on your offers,positive,,,,,
a769b2340c,Oh gosh how I want the party to be over and done with already.,neutral,,,,,
4d31092a19,Ive totally not got that job  i can just tell.,neutral,,,,,
fc4660a609,Just snappy s delivered some tea and ice cream. I love my sister.,positive,,,,,
74450e128f, eek can t wait to see it!! as well as everyone elses. gahh i don t know what i want  lol,neutral,,,,,
337ebe2747,FRIDAY so freakin happy today was an annoying day  buuut WEEKEND! TGIF<3,positive,,,,,
9db7e301b9, YEP  it ll be awesome to the max =] haha,positive,,,,,
7013b54ea6,"_ Heading off to Poole around 4ish,  has some serious gardening to do before we go, no Tweetdeck til Sunday evening,",negative,,,,,
990c3cf35f,too sick for rigging tomorrow.,negative,,,,,
10c5d92ceb,Have to go to the dreaded DMV tomorrow,negative,,,,,
b8293bb838,"Is on her way to nottingham! ICOF tonight, then no more gigs umtil download. Fail",negative,,,,,
cb8cb99053, How are you?,neutral,,,,,
a22d319e5f, - That Jasper clip is my first 'favorite' Twitter message.,neutral,,,,,
4d3de34efa, Hey! r u back in La right now?What was ur favorite part bout Europe? I ve never been out of the country xcept Canada  XO Jenna,negative,,,,,
8e092e15ed,@_handz_ it was quiet.... unfortunatly but what the hell it s good the chill out too right?,neutral,,,,,
356fce670b, I wish I could have time for my xbox  project all tied,positive,,,,,
1ad6adf2ab,  your right.... How was your trip,neutral,,,,,
53dbbbdf7d,_ember yay! thanks.  cover-i sad ang alist please. ),neutral,,,,,
5534df9445, Yay I love it when you host Money For Breakfast Jenna Lee  4hrs of you the amazing and so pretty and sexy Jenna Lee yay.,positive,,,,,
ea390d1f7b,Gutted. The kitchen is empty literally EMPTY. No even kidding. I m so hungry,negative,,,,,
7880cbca66,"  Darn, I thought you meant White Sox.",neutral,,,,,
58aa2e3401,_jtv WHAT! I was only gone for 30 minutes and you re already showing boobage without me?,negative,,,,,
d65a8658b0,"  I just got through doing my work now I can take the whole day off, its great being your own boss",positive,,,,,
3e99f423ba,"  poor you lmao, just stick your head out the window!",negative,,,,,
d1b38c33f4, etherreal WAS my main preoccupation. Now it s EtherREAL s preoccupation... humm... me ? schizophrenic ?,negative,,,,,
0345e7e526, dohh! is it old? I had never heard it.. I m so last year..,negative,,,,,
53eacec2ef, Instrumentalists like to give singers a hard time. But the vocalist s job is the toughest when he/she is sick.,negative,,,,,
ad2d036578,Just got the Nashville IHOP staff to hit the Dougie with me and Mayne. What a **** night,positive,,,,,
9e5e8ab6a4,I miss matt today,negative,,,,,
47126dd509,"4 shifts down, 2 to go... then its my birthday!! but, should i be getting excited??? im turning 29 which means im almost 30",neutral,,,,,
e9ef9a00e9,Feeling tempted by high volume of jeeps to start an 'acura wave'. Me too!,neutral,,,,,
3da51fc31b," Inorite, humid as well",neutral,,,,,
ddc89d5956,Heading back home with a win!,positive,,,,,
499f7fe7dc,my stomach hurts,negative,,,,,
1f35cb2e27, good luck in the pressure test! don t worry everything will be great,positive,,,,,
23ea783065, I really wish I could,positive,,,,,
dbae8ffc58,I m very conflicted here.  I really like Mike but I still have feelings for Darrin.  It s really complicated.  I don t know what to do.,negative,,,,,
46e5a5f63b, i cant,neutral,,,,,
b9d896f209," Yes, maybe, but for today, I write",neutral,,,,,
25080c4bad, noticed that yesterday too...i m actually really happy about that  #StarTrek,positive,,,,,
760b2e5dfe, ....back to a frizz head again,neutral,,,,,
580f2c99e1,"Okay so yesterday was good went food shopping, cooked some chicken tacos and bakes some cookies!!!  Now I am back at work.",positive,,,,,
e243bee98c,Looking at our photo shoot pics...check out our myspace pics to see them...i love them all...,positive,,,,,
12b499b4ca,i had walkathon this morning.  and i m among the first who arrived at the finishing line!,neutral,,,,,
95410148bf,"little beetle not feeling any love  Searches are bring up zilch, bar 2 peeps that appear funny !!!",positive,,,,,
3acd68b4cb," Thank ye, Vaneta.  Much appreciated",positive,,,,,
f3933c4b73, bitter?  why? *hug* ****,neutral,,,,,
245e5f25e2,went 2 see the hannah montana movie wiv jodie on friday and it was WELL GOOD but i feel nasty for laughing at the lil girl that cryed LOL,neutral,,,,,
70740addc0,http://twitpic.com/67s14 - Saw a family of five get out of this motor home and into laundromat to clean clothes and bedding,neutral,,,,,
29d1ec5e7e, LOL Me too. Going out at 12am isn t as easy as it used to be,negative,,,,,
78a3ef0435, Quite a few. Peacocks and Oceanographer s Choice are my new favorites to play,positive,,,,,
f71ed6b273, yeahhh! u ve got plenty of great fans!! And in Spain too! u should come and play a gig here!!,positive,,,,,
abc7f39d90, I m having lunch already  ur a lil late buddy!,neutral,,,,,
b145670ac9,ugh! nothing to do in the valley  Seriously gotta move out of here!!!,negative,,,,,
a193f3b9e1,"NO! Keyboard Cat is/has been dead for YEARS! Play yourself off, Keyboard Cat.",neutral,,,,,
cccb3d7081, will do,neutral,,,,,
07ae045cbe, that was delicious! lets have a walk sometimes with you and your hubby.. and others! me misses you,neutral,,,,,
a5640db7a7, Sorry JJ i missed that post  I ll make sure do so next time.,neutral,,,,,
cc1a219c1c,"28deg C in here, all this tech in my room does have the major downside of a lot of heat, doesn t help its hot outside 2",negative,,,,,
1eac051f9c,wow the last hour of twittering that I ve been doing has yet to be sent over to twitter..  guys bare w me...,negative,,,,,
31f2861133,"Squabbling with people over the internet is great for my Tumblarity, but bad for my ego when they have more internet friends than me",neutral,,,,,
8e65e54144, will do hun. Yes yes.,neutral,,,,,
61ee532258,"_leigh Thank you,!  Just trying to stay in a positive head space to keep pushing through it all. How s things at your end?",positive,,,,,
52020ad422,Exam is commmmmiinnnnnggggggg !,neutral,,,,,
7bbc5a2473,"Enjoyed this week off work, back next week",positive,,,,,
dd2a769f04, I m come and try to find you and be your fan too,positive,,,,,
